Geographic area,Indicator,Sex,TIME_PERIOD,OBS_VALUE,Unit multiplier,Unit of measure,Observation Status,Observation confidentaility,LOWER_BOUND,UPPER_BOUND,WGTD_SAMPL_SIZE,OBS_FOOTNOTE,SERIES_FOOTNOTE,DATA_SOURCE,SOURCE_LINK,CUSTODIAN,Time period activity related to when the data are collected,REF_PERIOD,COVERAGE_TIME,Current age
Afghanistan,Weight-for-age (Mean),Total,2018,-0.9,Units,Number,Reanalysed,Free,-1.0,-0.9,19539.2,Oedema data was not considered in the analysis,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Afghanistan Health Survey 2018,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,Weight-for-age <-3 SD (Severe Underweight),Total,2004,12.2,Units,%,External Reanalysis,Free,,,946.0,Reduced age range Age 0-5 months not covered  unadjusted,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Summary report of the national nutrition survey  2004. Kabul  Islamic Republic of Afghanistan  Ministry of Public Health and UNICEF  2005.,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,Weight-for-age <-3 SD (Severe Underweight),Total,2013,9.3,Units,%,Reanalysed,Free,8.5,10.2,4426469.0,Oedema data was not considered in the analysis,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Afghanistan National Nutrition Survey 2013,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,Weight-for-age <-3 SD (Severe Underweight),Total,2018,5.8,Units,%,Reanalysed,Free,5.2,6.4,19539.2,Oedema data was not considered in the analysis,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Afghanistan Health Survey 2018,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,Weight-for-age (Standard Deviation),Total,2004,1.3,Units,Number,External Reanalysis,Free,,,946.0,Reduced age range Age 0-5 months not covered  unadjusted,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Summary report of the national nutrition survey  2004. Kabul  Islamic Republic of Afghanistan  Ministry of Public Health and UNICEF  2005.,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,Weight-for-age (Standard Deviation),Total,2013,1.4,Units,Number,Reanalysed,Free,,,,Oedema data was not considered in the analysis,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Afghanistan National Nutrition Survey 2013,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,Weight-for-age (Standard Deviation),Total,2018,1.3,Units,Number,Reanalysed,Free,,,,Oedema data was not considered in the analysis,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Afghanistan Health Survey 2018,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,Mean Weight-for-height,Total,2004,-0.2,Units,Number,External Reanalysis,Free,,,946.0,Reduced age range Age 0-5 months not covered  unadjusted,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Summary report of the national nutrition survey  2004. Kabul  Islamic Republic of Afghanistan  Ministry of Public Health and UNICEF  2005.,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,Mean Weight-for-height,Total,2013,-0.3,Units,Number,Reanalysed,Free,-0.3,-0.2,4247295.0,Oedema data was not considered in the analysis  Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Afghanistan National Nutrition Survey 2013,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,Mean Weight-for-height,Total,2018,-0.1,Units,Number,Reanalysed,Free,-0.1,-0.0,19692.4,Oedema data was not considered in the analysis  Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Afghanistan Health Survey 2018,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,Weight-for-height <-3 SD (severe wasting),Total,2004,3.5,Units,%,External Reanalysis,Free,,,946.0,Reduced age range Age 0-5 months not covered  unadjusted,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Summary report of the national nutrition survey  2004. Kabul  Islamic Republic of Afghanistan  Ministry of Public Health and UNICEF  2005.,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,Weight-for-height <-3 SD (severe wasting),Total,2013,4.0,Units,%,Reanalysed,Free,3.5,4.6,4247295.0,Oedema data was not considered in the analysis  Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Afghanistan National Nutrition Survey 2013,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,Weight-for-height <-3 SD (severe wasting),Total,2018,1.6,Units,%,Reanalysed,Free,1.3,1.8,19692.4,Oedema data was not considered in the analysis  Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Afghanistan Health Survey 2018,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,Weight-for-height >+1 SD,Total,2004,12.9,Units,%,External Reanalysis,Free,,,946.0,Reduced age range Age 0-5 months not covered  unadjusted,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Summary report of the national nutrition survey  2004. Kabul  Islamic Republic of Afghanistan  Ministry of Public Health and UNICEF  2005.,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,Weight-for-height >+1 SD,Total,2013,15.5,Units,%,Reanalysed,Free,14.5,16.5,4247295.0,Oedema data was not considered in the analysis  Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Afghanistan National Nutrition Survey 2013,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,Weight-for-height >+1 SD,Total,2018,16.0,Units,%,Reanalysed,Free,14.5,17.5,19692.4,Oedema data was not considered in the analysis  Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Afghanistan Health Survey 2018,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,Weight-for-height >+3 SD,Total,2004,1.7,Units,%,External Reanalysis,Free,,,946.0,Reduced age range Age 0-5 months not covered  unadjusted,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Summary report of the national nutrition survey  2004. Kabul  Islamic Republic of Afghanistan  Ministry of Public Health and UNICEF  2005.,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,Weight-for-height >+3 SD,Total,2013,2.0,Units,%,Reanalysed,Free,1.6,2.4,4247295.0,Oedema data was not considered in the analysis  Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Afghanistan National Nutrition Survey 2013,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,Weight-for-height >+3 SD,Total,2018,1.2,Units,%,Reanalysed,Free,0.9,1.6,19692.4,Oedema data was not considered in the analysis  Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Afghanistan Health Survey 2018,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,Weight-for-height (Standard Deviation),Total,2004,1.3,Units,Number,External Reanalysis,Free,,,946.0,Reduced age range Age 0-5 months not covered  unadjusted,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Summary report of the national nutrition survey  2004. Kabul  Islamic Republic of Afghanistan  Ministry of Public Health and UNICEF  2005.,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,Weight-for-height (Standard Deviation),Total,2013,1.4,Units,Number,Reanalysed,Free,,,,Oedema data was not considered in the analysis  Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Afghanistan National Nutrition Survey 2013,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,Weight-for-height (Standard Deviation),Total,2018,1.2,Units,Number,Reanalysed,Free,,,,Oedema data was not considered in the analysis  Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Afghanistan Health Survey 2018,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,Iodized salt consumption (>0 ppm) among all tested households,Total,2004,28.3,Units,%,Reported,Free,18.2,38.4,,Alternate definition Excludes households with no salt,UNICEF Global Databases on Iodized salt  New York  June 2019,Summary report of the national nutrition survey  2004. Kabul  Islamic Republic of Afghanistan  Ministry of Public Health and UNICEF  2005.,https://data.unicef.org/topic/nutrition/iodine/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2015,Total
Afghanistan,Iodized salt consumption (>0 ppm) among all tested households,Total,2011,54.8,Units,%,Reanalysed,Free,51.9,57.6,12955.5,,UNICEF Global Databases on Iodized salt  New York  June 2019,Afghanistan Multiple Indicator Cluster Survey  2010-2011  Final Report. Kabul  Central Statistics Organisation (CSO) and UNICEF,https://data.unicef.org/topic/nutrition/iodine/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2015,Total
Afghanistan,Iodized salt consumption (>0 ppm) among all tested households,Total,2015,56.6,Units,%,Reanalysed,Free,54,59.1,23798,,UNICEF Global Databases on Iodized salt  New York  June 2019,Afghanistan Demographic and Health Survey 2015. Kabul  Afghanistan  Central Statistics Organization,https://data.unicef.org/topic/nutrition/iodine/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2015,Total
Afghanistan,Iodized salt consumption (>0 ppm) among all tested households with salt,Total,2004,28.3,Units,%,Reported,Free,18.2,38.4,,,UNICEF Global Databases on Iodized salt  New York  June 2019,Summary report of the national nutrition survey  2004. Kabul  Islamic Republic of Afghanistan  Ministry of Public Health and UNICEF  2005.,https://data.unicef.org/topic/nutrition/iodine/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2015,Total
Afghanistan,Iodized salt consumption (>0 ppm) among all tested households with salt,Total,2011,55.2,Units,%,Reanalysed,Free,52.3,58.1,12858.1,,UNICEF Global Databases on Iodized salt  New York  June 2019,Afghanistan Multiple Indicator Cluster Survey  2010-2011  Final Report. Kabul  Central Statistics Organisation (CSO) and UNICEF,https://data.unicef.org/topic/nutrition/iodine/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2015,Total
Afghanistan,Iodized salt consumption (>0 ppm) among all tested households with salt,Total,2015,56.9,Units,%,Reanalysed,Free,54.3,59.4,23691,,UNICEF Global Databases on Iodized salt  New York  June 2019,Afghanistan Demographic and Health Survey 2015. Kabul  Afghanistan  Central Statistics Organization,https://data.unicef.org/topic/nutrition/iodine/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2015,Total
Afghanistan,Proportion of population with a handwashing facility with soap and water available at home,Total,2005,36.96777,,%,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,Total
Afghanistan,Proportion of population with a handwashing facility with soap and water available at home,Total,2006,37.038197,,%,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,Total
Afghanistan,Proportion of population with a handwashing facility with soap and water available at home,Total,2007,37.109322,,%,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,Total
Afghanistan,Proportion of population with a handwashing facility with soap and water available at home,Total,2008,37.18079,,%,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,Total
Afghanistan,Proportion of population with a handwashing facility with soap and water available at home,Total,2009,37.252602,,%,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,Total
Afghanistan,Proportion of population with a handwashing facility with soap and water available at home,Total,2010,37.32476,,%,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,Total
Afghanistan,Proportion of population with a handwashing facility with soap and water available at home,Total,2011,37.39761,,%,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,Total
Afghanistan,Proportion of population with a handwashing facility with soap and water available at home,Total,2012,37.470802,,%,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,Total
Afghanistan,Proportion of population with a handwashing facility with soap and water available at home,Total,2013,37.544342,,%,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,Total
Afghanistan,Proportion of population with a handwashing facility with soap and water available at home,Total,2014,37.618229,,%,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,Total
Afghanistan,Proportion of population with a handwashing facility with soap and water available at home,Total,2015,37.692802,,%,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,Total
Afghanistan,Proportion of population with a handwashing facility with soap and water available at home,Total,2016,37.767723,,%,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,Total
Afghanistan,Proportion of population with a handwashing facility with soap and water available at home,Total,2017,37.847134,,%,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,Total
Afghanistan,Proportion of population with a handwashing facility with soap and water available at home,Total,2018,37.931721,,%,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,Total
Afghanistan,Proportion of population with a handwashing facility with soap and water available at home,Total,2019,38.021141,,%,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,Total
Afghanistan,Proportion of population with a handwashing facility with soap and water available at home,Total,2020,38.115051,,%,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,Total
Afghanistan,Proportion of population with a limited handwashing facility,Total,2005,34.73317,,%,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,Total
Afghanistan,Proportion of population with a limited handwashing facility,Total,2006,34.701992,,%,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,Total
Afghanistan,Proportion of population with a limited handwashing facility,Total,2007,34.670517,,%,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,Total
Afghanistan,Proportion of population with a limited handwashing facility,Total,2008,34.638885,,%,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,Total
Afghanistan,Proportion of population with a limited handwashing facility,Total,2009,34.607101,,%,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,Total
Afghanistan,Proportion of population with a limited handwashing facility,Total,2010,34.575161,,%,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,Total
Afghanistan,Proportion of population with a limited handwashing facility,Total,2011,34.542919,,%,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,Total
Afghanistan,Proportion of population with a limited handwashing facility,Total,2012,34.510525,,%,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,Total
Afghanistan,Proportion of population with a limited handwashing facility,Total,2013,34.477974,,%,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,Total
Afghanistan,Proportion of population with a limited handwashing facility,Total,2014,34.445274,,%,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,Total
Afghanistan,Proportion of population with a limited handwashing facility,Total,2015,34.41227,,%,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,Total
Afghanistan,Proportion of population with a limited handwashing facility,Total,2016,34.379108,,%,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,Total
Afghanistan,Proportion of population with a limited handwashing facility,Total,2017,34.343964,,%,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,Total
Afghanistan,Proportion of population with a limited handwashing facility,Total,2018,34.306526,,%,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,Total
Afghanistan,Proportion of population with a limited handwashing facility,Total,2019,34.266945,,%,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,Total
Afghanistan,Proportion of population with a limited handwashing facility,Total,2020,34.225384,,%,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,Total
Afghanistan,Proportion of population with no handwashing facility at home,Total,2005,28.299063,,%,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,Total
Afghanistan,Proportion of population with no handwashing facility at home,Total,2006,28.259808,,%,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,Total
Afghanistan,Proportion of population with no handwashing facility at home,Total,2007,28.22016,,%,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,Total
Afghanistan,Proportion of population with no handwashing facility at home,Total,2008,28.180325,,%,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,Total
Afghanistan,Proportion of population with no handwashing facility at home,Total,2009,28.140297,,%,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,Total
Afghanistan,Proportion of population with no handwashing facility at home,Total,2010,28.100077,,%,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,Total
Afghanistan,Proportion of population with no handwashing facility at home,Total,2011,28.059469,,%,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,Total
Afghanistan,Proportion of population with no handwashing facility at home,Total,2012,28.018673,,%,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,Total
Afghanistan,Proportion of population with no handwashing facility at home,Total,2013,27.977682,,%,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,Total
Afghanistan,Proportion of population with no handwashing facility at home,Total,2014,27.936495,,%,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,Total
Afghanistan,Proportion of population with no handwashing facility at home,Total,2015,27.894928,,%,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,Total
Afghanistan,Proportion of population with no handwashing facility at home,Total,2016,27.853168,,%,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,Total
Afghanistan,Proportion of population with no handwashing facility at home,Total,2017,27.808907,,%,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,Total
Afghanistan,Proportion of population with no handwashing facility at home,Total,2018,27.761755,,%,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,Total
Afghanistan,Proportion of population with no handwashing facility at home,Total,2019,27.711914,,%,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,Total
Afghanistan,Proportion of population with no handwashing facility at home,Total,2020,27.659567,,%,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,Total
Afghanistan,Percentage of surviving infants who received the third dose of hep B-containing vaccine,Total,2007,63,Units,%,Estimated value,Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2020 revision",,,,,,12 to 23 months old
Afghanistan,Percentage of surviving infants who received the third dose of hep B-containing vaccine,Total,2008,64,Units,%,Estimated value,Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2020 revision",,,,,,12 to 23 months old
Afghanistan,Percentage of surviving infants who received the third dose of hep B-containing vaccine,Total,2009,63,Units,%,Estimated value,Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2020 revision",,,,,,12 to 23 months old
Afghanistan,Percentage of surviving infants who received the third dose of hep B-containing vaccine,Total,2010,66,Units,%,Estimated value,Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2020 revision",,,,,,12 to 23 months old
Afghanistan,Percentage of surviving infants who received the third dose of hep B-containing vaccine,Total,2011,68,Units,%,Estimated value,Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2020 revision",,,,,,12 to 23 months old
Afghanistan,Percentage of surviving infants who received the third dose of hep B-containing vaccine,Total,2012,67,Units,%,Estimated value,Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2020 revision",,,,,,12 to 23 months old
Afghanistan,Percentage of surviving infants who received the third dose of hep B-containing vaccine,Total,2013,64,Units,%,Estimated value,Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2020 revision",,,,,,12 to 23 months old
Afghanistan,Percentage of surviving infants who received the third dose of hep B-containing vaccine,Total,2014,62,Units,%,Estimated value,Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2020 revision",,,,,,12 to 23 months old
Afghanistan,Percentage of surviving infants who received the third dose of hep B-containing vaccine,Total,2015,64,Units,%,Estimated value,Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2020 revision",,,,,,12 to 23 months old
Afghanistan,Percentage of surviving infants who received the third dose of hep B-containing vaccine,Total,2016,66,Units,%,Estimated value,Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2020 revision",,,,,,12 to 23 months old
Afghanistan,Percentage of surviving infants who received the third dose of hep B-containing vaccine,Total,2017,66,Units,%,Estimated value,Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2020 revision",,,,,,12 to 23 months old
Afghanistan,Percentage of surviving infants who received the third dose of hep B-containing vaccine,Total,2018,72,Units,%,Estimated value,Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2020 revision",,,,,,12 to 23 months old
Afghanistan,Percentage of surviving infants who received the third dose of hep B-containing vaccine,Total,2019,72,Units,%,Estimated value,Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2020 revision",,,,,,12 to 23 months old
Afghanistan,Percentage of surviving infants who received the third dose of hep B-containing vaccine,Total,2020,70,Units,%,Estimated value,Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2020 revision",,,,,,12 to 23 months old
Afghanistan,Percentage of surviving infants who received the third dose of Hib-containing vaccine,Total,2009,63,Units,%,Estimated value,Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2020 revision",,,,,,12 to 23 months old
Afghanistan,Percentage of surviving infants who received the third dose of Hib-containing vaccine,Total,2010,66,Units,%,Estimated value,Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2020 revision",,,,,,12 to 23 months old
Afghanistan,Percentage of surviving infants who received the third dose of Hib-containing vaccine,Total,2011,68,Units,%,Estimated value,Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2020 revision",,,,,,12 to 23 months old
Afghanistan,Percentage of surviving infants who received the third dose of Hib-containing vaccine,Total,2012,67,Units,%,Estimated value,Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2020 revision",,,,,,12 to 23 months old
Afghanistan,Percentage of surviving infants who received the third dose of Hib-containing vaccine,Total,2013,64,Units,%,Estimated value,Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2020 revision",,,,,,12 to 23 months old
Afghanistan,Percentage of surviving infants who received the third dose of Hib-containing vaccine,Total,2014,62,Units,%,Estimated value,Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2020 revision",,,,,,12 to 23 months old
Afghanistan,Percentage of surviving infants who received the third dose of Hib-containing vaccine,Total,2015,64,Units,%,Estimated value,Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2020 revision",,,,,,12 to 23 months old
Afghanistan,Percentage of surviving infants who received the third dose of Hib-containing vaccine,Total,2016,66,Units,%,Estimated value,Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2020 revision",,,,,,12 to 23 months old
Afghanistan,Percentage of surviving infants who received the third dose of Hib-containing vaccine,Total,2017,66,Units,%,Estimated value,Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2020 revision",,,,,,12 to 23 months old
Afghanistan,Percentage of surviving infants who received the third dose of Hib-containing vaccine,Total,2018,72,Units,%,Estimated value,Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2020 revision",,,,,,12 to 23 months old
Afghanistan,Percentage of surviving infants who received the third dose of Hib-containing vaccine,Total,2019,72,Units,%,Estimated value,Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2020 revision",,,,,,12 to 23 months old
Afghanistan,Percentage of surviving infants who received the third dose of Hib-containing vaccine,Total,2020,70,Units,%,Estimated value,Free,,,,,,"WHO/UNICEF estimates of national immunization coverage, 2020 revision",,,,,,12 to 23 months old
Afghanistan,Per cent of pregnant women living with HIV receiving lifelong ART,Total,2010,<1,Units,%,Estimated value,Free,<1,<1,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,Global AIDS Monitoring and UNAIDS 2021 estimates,http://aidsinfo.unaids.org/,,,,2010-2020,Total
Afghanistan,Per cent of pregnant women living with HIV receiving lifelong ART,Total,2011,1.3,Units,%,Estimated value,Free,<1,2.6,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,Global AIDS Monitoring and UNAIDS 2021 estimates,http://aidsinfo.unaids.org/,,,,2010-2020,Total
Afghanistan,Per cent of pregnant women living with HIV receiving lifelong ART,Total,2012,<1,Units,%,Estimated value,Free,<1,1.2,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,Global AIDS Monitoring and UNAIDS 2021 estimates,http://aidsinfo.unaids.org/,,,,2010-2020,Total
Afghanistan,Per cent of pregnant women living with HIV receiving lifelong ART,Total,2013,2.8,Units,%,Estimated value,Free,1.1,5.9,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,Global AIDS Monitoring and UNAIDS 2021 estimates,http://aidsinfo.unaids.org/,,,,2010-2020,Total
